Task_ID,Task_Description,Deadline,Assigned_To,Estimated_Hours,Category,Status,Priority
679,Documentation task to handle notes and manual.,2025-12-01,Isabella,10,Documentation,In Progress,Low
680,Documentation task to handle docs and summary.,2025-11-20,Noah,10,Documentation,In Progress,Low
681,Testing task to handle cases and QA.,2025-10-25,Lucas,24,Testing,In Progress,Medium
682,Development task to handle module and function.,2025-11-13,Isabella,11,Development,In Progress,Medium
683,Testing task to handle test and bug.,2025-11-10,Liam,13,Testing,In Progress,Medium
684,Development task to handle database and module.,2025-10-29,Isabella,21,Development,In Progress,Medium
685,Testing task to handle QA and performance.,2025-10-29,Lucas,23,Testing,In Progress,Medium
686,Testing task to handle cases and QA.,2025-11-02,Ava,24,Testing,In Progress,Medium
687,Design task to handle UI and mockup.,2025-11-12,Noah,19,Design,In Progress,Medium
688,Documentation task to handle docs and manual.,2025-12-02,Isabella,3,Documentation,In Progress,Low
689,Documentation task to handle notes and reference.,2025-12-02,Sophia,5,Documentation,Completed,Low
690,Testing task to handle error and performance.,2025-12-12,Liam,8,Testing,In Progress,Low
691,Testing task to handle test and QA.,2025-11-12,Noah,21,Testing,In Progress,Medium
692,Documentation task to handle docs and guide.,2025-11-26,Noah,3,Documentation,Completed,Low
693,Development task to handle backend and function.,2025-11-10,Ava,24,Development,In Progress,Medium
694,Deployment task to handle deploy and CI/CD.,2025-11-14,Ava,13,Deployment,In Progress,Medium
695,Development task to handle function and module.,2025-10-21,Mia,38,Development,Pending,High
696,Testing task to handle bug and test.,2025-11-05,Sophia,17,Testing,In Progress,Medium
697,Testing task to handle error and cases.,2025-10-27,Ava,22,Testing,In Progress,Medium
698,Testing task to handle performance and error.,2025-12-10,Olivia,9,Testing,In Progress,Low
699,Deployment task to handle CI/CD and server.,2025-11-06,Liam,14,Deployment,In Progress,Medium
700,Testing task to handle performance and QA.,2025-11-02,James,20,Testing,In Progress,Medium
701,Design task to handle layout and mockup.,2025-11-08,Noah,18,Design,In Progress,Medium
702,Documentation task to handle reference and summary.,2025-12-02,Olivia,8,Documentation,In Progress,Low
703,Deployment task to handle production and environment.,2025-11-27,Sophia,10,Deployment,In Progress,Low
704,Deployment task to handle deploy and production.,2025-12-13,Isabella,8,Deployment,In Progress,Low
705,Design task to handle layout and UI.,2025-11-21,Liam,5,Design,In Progress,Low
706,Deployment task to handle container and server.,2025-10-18,Mia,29,Deployment,In Progress,High
707,Deployment task to handle server and environment.,2025-11-22,Mia,9,Deployment,In Progress,Low
708,Testing task to handle error and performance.,2025-11-04,Liam,22,Testing,In Progress,Medium
709,Documentation task to handle summary and reference.,2025-11-20,Sophia,2,Documentation,In Progress,Low
710,Testing task to handle validation and QA.,2025-11-11,Ava,12,Testing,In Progress,Medium
711,Design task to handle layout and UX.,2025-12-08,James,6,Design,In Progress,Low
712,Design task to handle layout and mockup.,2025-11-27,Isabella,9,Design,In Progress,Low
713,Deployment task to handle environment and server.,2025-11-01,Lucas,24,Deployment,In Progress,Medium
714,Testing task to handle performance and cases.,2025-11-04,Emma,23,Testing,In Progress,Medium
715,Testing task to handle bug and performance.,2025-11-14,Isabella,14,Testing,In Progress,Medium
716,Documentation task to handle notes and docs.,2025-12-12,Ava,8,Documentation,In Progress,Low
717,Documentation task to handle manual and notes.,2025-12-12,James,6,Documentation,In Progress,Low
718,Testing task to handle bug and validation.,2025-10-27,Liam,25,Testing,In Progress,Medium
719,Documentation task to handle instructions and docs.,2025-12-04,Isabella,4,Documentation,In Progress,Low
720,Deployment task to handle container and environment.,2025-11-07,Noah,24,Deployment,In Progress,Medium
721,Testing task to handle validation and cases.,2025-11-03,Sophia,12,Testing,In Progress,Medium
722,Design task to handle UX and color.,2025-10-30,Sophia,16,Design,In Progress,Medium
723,Testing task to handle cases and bug.,2025-11-03,Emma,15,Testing,In Progress,Medium
724,Development task to handle database and API.,2025-10-19,Liam,40,Development,Pending,High
725,Development task to handle logic and database.,2025-11-03,Emma,25,Development,In Progress,Medium
726,Testing task to handle cases and test.,2025-10-26,Emma,24,Testing,In Progress,Medium
727,Testing task to handle validation and cases.,2025-10-30,Noah,21,Testing,In Progress,Medium
728,Testing task to handle test and error.,2025-10-27,Emma,20,Testing,In Progress,Medium
729,Design task to handle mockup and UX.,2025-12-07,Isabella,5,Design,In Progress,Low
730,Deployment task to handle production and CI/CD.,2025-10-31,Mia,18,Deployment,In Progress,Medium
731,Documentation task to handle guide and manual.,2025-11-24,Ava,3,Documentation,In Progress,Low
732,Documentation task to handle instructions and guide.,2025-11-18,Liam,3,Documentation,In Progress,Low
733,Documentation task to handle manual and guide.,2025-11-23,James,6,Documentation,Completed,Low
734,Design task to handle UI and layout.,2025-11-30,Sophia,10,Design,In Progress,Low
735,Testing task to handle validation and QA.,2025-11-03,Sophia,22,Testing,In Progress,Medium
736,Development task to handle feature and module.,2025-11-05,Isabella,11,Development,In Progress,Medium
737,Documentation task to handle docs and summary.,2025-11-23,Noah,8,Documentation,In Progress,Low
738,Design task to handle layout and color.,2025-10-27,James,16,Design,In Progress,Medium
739,Design task to handle mockup and UX.,2025-10-30,Noah,14,Design,In Progress,Medium
740,Deployment task to handle server and deploy.,2025-10-23,Mia,30,Deployment,Pending,High
741,Development task to handle backend and function.,2025-10-23,Ava,28,Development,In Progress,High
742,Testing task to handle test and cases.,2025-11-10,Noah,11,Testing,In Progress,Medium
743,Documentation task to handle manual and docs.,2025-12-14,James,4,Documentation,In Progress,Low
744,Development task to handle API and feature.,2025-10-31,Ava,12,Development,In Progress,Medium
745,Design task to handle layout and color.,2025-11-13,Olivia,16,Design,In Progress,Medium
746,Testing task to handle validation and cases.,2025-10-29,Sophia,12,Testing,In Progress,Medium
747,Documentation task to handle docs and manual.,2025-11-29,Sophia,4,Documentation,Completed,Low
748,Documentation task to handle notes and docs.,2025-12-14,Sophia,10,Documentation,In Progress,Low
749,Development task to handle backend and feature.,2025-11-05,Liam,20,Development,In Progress,Medium
750,Deployment task to handle server and cloud.,2025-10-26,Mia,12,Deployment,In Progress,Medium
751,Documentation task to handle manual and reference.,2025-12-08,Olivia,7,Documentation,Completed,Low
752,Design task to handle mockup and banner.,2025-11-24,Noah,9,Design,In Progress,Low
753,Documentation task to handle notes and summary.,2025-11-28,Sophia,7,Documentation,Completed,Low
754,Testing task to handle performance and bug.,2025-11-14,Ava,8,Testing,In Progress,Low
755,Deployment task to handle cloud and deploy.,2025-10-25,James,16,Deployment,In Progress,Medium
756,Deployment task to handle container and cloud.,2025-10-27,James,20,Deployment,In Progress,Medium
757,Development task to handle logic and backend.,2025-10-22,Isabella,38,Development,In Progress,High
758,Design task to handle layout and banner.,2025-11-14,Noah,19,Design,In Progress,Medium
759,Design task to handle color and mockup.,2025-11-13,Lucas,13,Design,In Progress,Medium
760,Documentation task to handle docs and instructions.,2025-11-26,Emma,5,Documentation,Completed,Low
761,Design task to handle UX and color.,2025-11-12,Mia,12,Design,In Progress,Medium
762,Design task to handle banner and color.,2025-11-08,Olivia,18,Design,In Progress,Medium
763,Documentation task to handle notes and instructions.,2025-11-26,Ava,3,Documentation,Completed,Low
764,Deployment task to handle container and deploy.,2025-11-04,Mia,21,Deployment,In Progress,Medium
765,Documentation task to handle manual and notes.,2025-11-19,Ava,10,Documentation,In Progress,Low
766,Testing task to handle test and validation.,2025-10-28,Isabella,11,Testing,In Progress,Medium
767,Deployment task to handle CI/CD and container.,2025-10-18,Ava,28,Deployment,Pending,High
768,Development task to handle function and feature.,2025-10-19,Liam,30,Development,In Progress,High
769,Testing task to handle error and cases.,2025-11-05,Olivia,15,Testing,In Progress,Medium
770,Deployment task to handle deploy and server.,2025-11-13,Liam,17,Deployment,In Progress,Medium
771,Design task to handle layout and design.,2025-12-04,Mia,6,Design,In Progress,Low
772,Development task to handle API and module.,2025-11-09,Lucas,22,Development,In Progress,Medium
773,Documentation task to handle manual and reference.,2025-11-19,Isabella,8,Documentation,In Progress,Low
774,Design task to handle UI and mockup.,2025-12-01,Emma,9,Design,In Progress,Low
775,Documentation task to handle docs and manual.,2025-11-23,Noah,8,Documentation,In Progress,Low
776,Documentation task to handle reference and docs.,2025-12-11,James,7,Documentation,In Progress,Low
777,Development task to handle API and module.,2025-10-18,Isabella,29,Development,Pending,High
778,Design task to handle color and mockup.,2025-12-05,Ava,10,Design,In Progress,Low
779,Development task to handle API and feature.,2025-10-18,James,39,Development,Pending,High
780,Documentation task to handle manual and guide.,2025-12-12,Lucas,2,Documentation,Completed,Low
781,Testing task to handle bug and QA.,2025-11-11,Emma,12,Testing,In Progress,Medium
782,Design task to handle UI and layout.,2025-11-08,Liam,15,Design,In Progress,Medium
783,Development task to handle module and API.,2025-10-22,James,40,Development,Pending,High
784,Development task to handle backend and database.,2025-10-18,James,38,Development,In Progress,High
785,Documentation task to handle reference and notes.,2025-11-14,Mia,3,Documentation,In Progress,Low
786,Documentation task to handle reference and summary.,2025-12-12,Emma,7,Documentation,Completed,Low
787,Testing task to handle QA and performance.,2025-10-29,Noah,16,Testing,In Progress,Medium
788,Development task to handle backend and function.,2025-10-18,Olivia,39,Development,In Progress,High
789,Deployment task to handle container and production.,2025-11-06,Sophia,22,Deployment,In Progress,Medium
790,Design task to handle banner and UI.,2025-11-08,James,18,Design,In Progress,Medium
791,Deployment task to handle CI/CD and cloud.,2025-10-19,Lucas,27,Deployment,In Progress,High
792,Testing task to handle performance and bug.,2025-11-12,Emma,20,Testing,In Progress,Medium
793,Documentation task to handle summary and reference.,2025-12-13,Mia,2,Documentation,In Progress,Low
794,Development task to handle module and database.,2025-10-26,Noah,13,Development,In Progress,Medium
795,Development task to handle logic and function.,2025-11-12,Olivia,21,Development,In Progress,Medium
796,Documentation task to handle manual and notes.,2025-11-28,Liam,4,Documentation,In Progress,Low
797,Deployment task to handle production and CI/CD.,2025-10-23,James,28,Deployment,Pending,High
798,Testing task to handle QA and validation.,2025-10-25,James,14,Testing,In Progress,Medium
799,Documentation task to handle instructions and notes.,2025-11-20,Noah,3,Documentation,Completed,Low
800,Documentation task to handle docs and instructions.,2025-12-05,Ava,9,Documentation,In Progress,Low
801,Design task to handle UI and design.,2025-11-17,Emma,9,Design,In Progress,Low
802,Documentation task to handle guide and summary.,2025-11-25,Lucas,7,Documentation,In Progress,Low
803,Documentation task to handle docs and summary.,2025-12-01,Noah,4,Documentation,Completed,Low
804,Design task to handle UI and design.,2025-11-11,Mia,14,Design,In Progress,Medium
805,Design task to handle design and UI.,2025-12-12,Sophia,10,Design,In Progress,Low
806,Development task to handle backend and database.,2025-10-23,Mia,30,Development,Pending,High
807,Deployment task to handle container and CI/CD.,2025-11-03,Isabella,12,Deployment,In Progress,Medium
808,Testing task to handle QA and cases.,2025-10-28,Lucas,23,Testing,In Progress,Medium
809,Development task to handle database and API.,2025-10-22,Isabella,33,Development,Pending,High
810,Development task to handle logic and API.,2025-10-24,Mia,34,Development,Pending,High
811,Documentation task to handle guide and notes.,2025-11-30,Emma,4,Documentation,In Progress,Low
812,Deployment task to handle environment and CI/CD.,2025-10-24,Olivia,28,Deployment,Pending,High
813,Development task to handle API and feature.,2025-10-22,Ava,35,Development,Pending,High
814,Development task to handle feature and backend.,2025-10-18,James,31,Development,In Progress,High
815,Design task to handle UI and mockup.,2025-11-20,Ava,7,Design,Completed,Low
816,Deployment task to handle server and container.,2025-11-06,Olivia,23,Deployment,In Progress,Medium
817,Deployment task to handle environment and production.,2025-11-10,Noah,20,Deployment,In Progress,Medium
818,Testing task to handle error and bug.,2025-11-14,Ava,25,Testing,In Progress,Medium
819,Testing task to handle performance and error.,2025-11-14,Liam,21,Testing,In Progress,Medium
820,Deployment task to handle deploy and container.,2025-11-10,Mia,18,Deployment,In Progress,Medium
821,Development task to handle API and function.,2025-10-21,Noah,32,Development,Pending,High
822,Design task to handle design and mockup.,2025-11-04,Sophia,20,Design,In Progress,Medium
823,Testing task to handle test and QA.,2025-11-10,Olivia,15,Testing,In Progress,Medium
824,Deployment task to handle cloud and production.,2025-10-28,Noah,13,Deployment,In Progress,Medium
825,Development task to handle logic and API.,2025-10-23,Isabella,26,Development,Pending,High
826,Testing task to handle bug and performance.,2025-11-11,Emma,21,Testing,In Progress,Medium
827,Development task to handle database and function.,2025-11-03,Noah,12,Development,In Progress,Medium
828,Design task to handle layout and color.,2025-11-29,Olivia,10,Design,In Progress,Low
829,Testing task to handle cases and bug.,2025-10-29,Mia,24,Testing,In Progress,Medium
830,Development task to handle module and function.,2025-10-20,Olivia,29,Development,In Progress,High
831,Design task to handle layout and UX.,2025-11-09,Noah,18,Design,In Progress,Medium
832,Deployment task to handle server and CI/CD.,2025-11-12,Ava,18,Deployment,In Progress,Medium
833,Testing task to handle cases and performance.,2025-10-25,Liam,17,Testing,In Progress,Medium
834,Testing task to handle validation and QA.,2025-10-28,Mia,14,Testing,In Progress,Medium
835,Development task to handle feature and function.,2025-11-07,Lucas,17,Development,In Progress,Medium
836,Design task to handle banner and mockup.,2025-12-14,Emma,7,Design,Completed,Low
837,Deployment task to handle cloud and deploy.,2025-10-19,Mia,28,Deployment,In Progress,High
838,Deployment task to handle production and CI/CD.,2025-10-26,Sophia,19,Deployment,In Progress,Medium
839,Design task to handle design and banner.,2025-10-29,Noah,14,Design,In Progress,Medium
840,Documentation task to handle guide and reference.,2025-12-01,Noah,7,Documentation,In Progress,Low
841,Design task to handle color and mockup.,2025-10-25,Ava,13,Design,In Progress,Medium
842,Documentation task to handle reference and summary.,2025-12-10,Emma,7,Documentation,Completed,Low
843,Design task to handle UI and layout.,2025-11-07,Mia,19,Design,In Progress,Medium
844,Deployment task to handle environment and deploy.,2025-11-07,Mia,16,Deployment,In Progress,Medium
845,Deployment task to handle production and cloud.,2025-10-31,Olivia,18,Deployment,In Progress,Medium
846,Development task to handle feature and logic.,2025-11-03,Sophia,19,Development,In Progress,Medium
847,Development task to handle backend and logic.,2025-11-13,Liam,18,Development,In Progress,Medium
848,Deployment task to handle CI/CD and deploy.,2025-11-01,James,17,Deployment,In Progress,Medium
849,Testing task to handle cases and validation.,2025-11-02,Lucas,21,Testing,In Progress,Medium
850,Development task to handle function and backend.,2025-10-30,Olivia,18,Development,In Progress,Medium
851,Development task to handle database and logic.,2025-10-22,Mia,28,Development,Pending,High
852,Development task to handle API and function.,2025-10-25,Isabella,25,Development,In Progress,Medium
853,Documentation task to handle instructions and reference.,2025-11-26,Mia,6,Documentation,In Progress,Low
854,Documentation task to handle reference and guide.,2025-12-01,Liam,2,Documentation,Completed,Low
855,Design task to handle mockup and UI.,2025-11-09,Olivia,12,Design,In Progress,Medium
856,Development task to handle backend and feature.,2025-10-22,James,40,Development,Pending,High
857,Testing task to handle bug and cases.,2025-10-29,Isabella,11,Testing,In Progress,Medium
858,Documentation task to handle guide and docs.,2025-12-04,Ava,5,Documentation,Completed,Low
859,Design task to handle banner and color.,2025-11-25,Emma,6,Design,In Progress,Low
860,Testing task to handle QA and error.,2025-11-30,James,10,Testing,In Progress,Low
861,Deployment task to handle container and server.,2025-11-02,Isabella,16,Deployment,In Progress,Medium
862,Documentation task to handle instructions and summary.,2025-12-03,Sophia,2,Documentation,Completed,Low
863,Testing task to handle bug and cases.,2025-11-05,Ava,24,Testing,In Progress,Medium
864,Testing task to handle error and test.,2025-10-27,Liam,20,Testing,In Progress,Medium
865,Design task to handle UX and color.,2025-11-17,Mia,9,Design,In Progress,Low
866,Development task to handle feature and function.,2025-10-23,Lucas,28,Development,In Progress,High
867,Testing task to handle QA and bug.,2025-11-01,Ava,20,Testing,In Progress,Medium
868,Testing task to handle QA and performance.,2025-12-06,Emma,9,Testing,In Progress,Low
869,Design task to handle UX and banner.,2025-11-14,Olivia,5,Design,Completed,Low
870,Testing task to handle bug and QA.,2025-10-29,Emma,16,Testing,In Progress,Medium
871,Development task to handle module and API.,2025-10-23,Emma,26,Development,In Progress,High
872,Testing task to handle QA and cases.,2025-11-08,Noah,23,Testing,In Progress,Medium
873,Deployment task to handle environment and production.,2025-11-24,Sophia,9,Deployment,In Progress,Low
874,Design task to handle mockup and design.,2025-11-04,Ava,14,Design,In Progress,Medium
875,Development task to handle database and module.,2025-11-01,Lucas,21,Development,In Progress,Medium
876,Documentation task to handle instructions and docs.,2025-12-13,Sophia,8,Documentation,In Progress,Low
877,Design task to handle design and banner.,2025-11-12,Mia,14,Design,In Progress,Medium
878,Development task to handle database and module.,2025-10-18,Olivia,39,Development,Pending,High
879,Testing task to handle test and QA.,2025-11-05,Emma,22,Testing,In Progress,Medium
880,Deployment task to handle container and cloud.,2025-11-10,Ava,24,Deployment,In Progress,Medium
881,Deployment task to handle server and CI/CD.,2025-11-10,Noah,12,Deployment,In Progress,Medium
882,Design task to handle banner and design.,2025-10-30,James,14,Design,In Progress,Medium
883,Testing task to handle test and cases.,2025-12-04,Mia,9,Testing,In Progress,Low
884,Documentation task to handle notes and manual.,2025-12-08,Mia,2,Documentation,Completed,Low
885,Design task to handle UI and mockup.,2025-11-29,James,6,Design,In Progress,Low
886,Testing task to handle error and QA.,2025-11-06,Lucas,22,Testing,In Progress,Medium
887,Documentation task to handle notes and instructions.,2025-11-25,Ava,3,Documentation,In Progress,Low
888,Testing task to handle test and QA.,2025-11-16,Emma,8,Testing,In Progress,Low
889,Deployment task to handle deploy and container.,2025-11-04,James,21,Deployment,In Progress,Medium
890,Testing task to handle validation and cases.,2025-11-03,Emma,17,Testing,In Progress,Medium
891,Development task to handle API and function.,2025-10-28,James,16,Development,In Progress,Medium
892,Design task to handle banner and mockup.,2025-12-12,Liam,8,Design,In Progress,Low
893,Deployment task to handle deploy and production.,2025-11-05,Sophia,17,Deployment,In Progress,Medium
894,Development task to handle API and function.,2025-10-21,Lucas,36,Development,In Progress,High
895,Documentation task to handle summary and docs.,2025-11-14,Emma,10,Documentation,In Progress,Low
896,Testing task to handle performance and QA.,2025-11-03,Ava,15,Testing,In Progress,Medium
897,Testing task to handle validation and test.,2025-10-29,Emma,19,Testing,In Progress,Medium
898,Development task to handle API and logic.,2025-10-20,Lucas,38,Development,Pending,High
899,Testing task to handle cases and QA.,2025-11-26,Lucas,8,Testing,In Progress,Low
900,Design task to handle UI and banner.,2025-11-08,Mia,11,Design,In Progress,Medium
901,Deployment task to handle environment and CI/CD.,2025-10-19,Olivia,30,Deployment,Pending,High
902,Testing task to handle test and validation.,2025-11-09,Lucas,23,Testing,In Progress,Medium
903,Design task to handle UI and UX.,2025-12-10,Isabella,10,Design,In Progress,Low
904,Deployment task to handle container and environment.,2025-10-30,Olivia,22,Deployment,In Progress,Medium
905,Design task to handle banner and design.,2025-10-27,Olivia,12,Design,In Progress,Medium
906,Development task to handle function and database.,2025-10-25,Olivia,32,Development,Pending,High
907,Design task to handle banner and design.,2025-11-01,Liam,12,Design,In Progress,Medium
908,Documentation task to handle summary and reference.,2025-11-29,James,4,Documentation,Completed,Low
909,Design task to handle UI and layout.,2025-11-26,Lucas,7,Design,In Progress,Low
910,Development task to handle database and module.,2025-10-20,James,33,Development,Pending,High
911,Development task to handle logic and function.,2025-10-21,Sophia,30,Development,Pending,High
912,Documentation task to handle summary and guide.,2025-12-05,Olivia,3,Documentation,In Progress,Low
913,Testing task to handle validation and QA.,2025-11-08,Noah,21,Testing,In Progress,Medium
914,Development task to handle logic and function.,2025-10-22,Isabella,32,Development,In Progress,High
915,Development task to handle API and logic.,2025-10-18,Liam,34,Development,In Progress,High
916,Deployment task to handle CI/CD and environment.,2025-11-06,Lucas,18,Deployment,In Progress,Medium
917,Development task to handle API and module.,2025-10-19,Olivia,32,Development,In Progress,High
918,Testing task to handle cases and performance.,2025-11-04,Mia,18,Testing,In Progress,Medium
919,Testing task to handle QA and test.,2025-11-06,Noah,17,Testing,In Progress,Medium
920,Design task to handle UI and color.,2025-12-02,Olivia,5,Design,Completed,Low
921,Documentation task to handle summary and guide.,2025-12-08,Liam,8,Documentation,In Progress,Low
922,Deployment task to handle cloud and server.,2025-11-04,Sophia,13,Deployment,In Progress,Medium
923,Design task to handle color and banner.,2025-12-13,Isabella,8,Design,In Progress,Low
924,Documentation task to handle reference and docs.,2025-12-04,Sophia,8,Documentation,In Progress,Low
925,Deployment task to handle deploy and environment.,2025-12-05,Noah,8,Deployment,In Progress,Low
926,Testing task to handle QA and validation.,2025-11-06,Noah,11,Testing,In Progress,Medium
927,Testing task to handle QA and bug.,2025-12-13,Emma,8,Testing,In Progress,Low
928,Testing task to handle performance and cases.,2025-10-28,Mia,17,Testing,In Progress,Medium
929,Documentation task to handle instructions and docs.,2025-11-26,Lucas,8,Documentation,In Progress,Low
930,Development task to handle logic and database.,2025-11-10,Mia,21,Development,In Progress,Medium
931,Testing task to handle error and cases.,2025-11-23,Sophia,10,Testing,In Progress,Low
932,Design task to handle color and design.,2025-12-07,Olivia,10,Design,In Progress,Low
933,Deployment task to handle CI/CD and production.,2025-10-26,Ava,17,Deployment,In Progress,Medium
934,Documentation task to handle guide and notes.,2025-11-15,Emma,9,Documentation,In Progress,Low
935,Testing task to handle bug and performance.,2025-11-18,James,9,Testing,In Progress,Low
936,Deployment task to handle environment and cloud.,2025-11-12,Mia,18,Deployment,In Progress,Medium
937,Documentation task to handle summary and reference.,2025-11-30,Sophia,5,Documentation,In Progress,Low
938,Development task to handle feature and API.,2025-11-06,Liam,16,Development,In Progress,Medium
939,Documentation task to handle instructions and reference.,2025-12-01,James,3,Documentation,In Progress,Low
940,Testing task to handle test and performance.,2025-11-14,Isabella,18,Testing,In Progress,Medium
941,Design task to handle mockup and design.,2025-11-24,Lucas,6,Design,In Progress,Low
942,Testing task to handle error and QA.,2025-11-11,James,16,Testing,In Progress,Medium
943,Deployment task to handle production and deploy.,2025-11-23,Isabella,8,Deployment,In Progress,Low
944,Development task to handle API and module.,2025-10-29,Isabella,23,Development,In Progress,Medium
945,Design task to handle UX and color.,2025-11-13,Isabella,18,Design,In Progress,Medium
946,Documentation task to handle manual and reference.,2025-12-06,Mia,6,Documentation,Completed,Low
947,Development task to handle module and feature.,2025-11-11,Isabella,11,Development,In Progress,Medium
948,Testing task to handle validation and test.,2025-11-08,Olivia,25,Testing,In Progress,Medium
949,Deployment task to handle server and cloud.,2025-10-25,Mia,28,Deployment,In Progress,High
950,Design task to handle UX and mockup.,2025-11-27,Olivia,7,Design,Completed,Low
951,Deployment task to handle production and container.,2025-11-02,Lucas,22,Deployment,In Progress,Medium
952,Documentation task to handle docs and summary.,2025-11-28,Sophia,5,Documentation,Completed,Low
953,Testing task to handle validation and test.,2025-11-14,Sophia,23,Testing,In Progress,Medium
954,Design task to handle design and UX.,2025-11-20,Isabella,9,Design,In Progress,Low
955,Testing task to handle QA and performance.,2025-11-11,Olivia,12,Testing,In Progress,Medium
956,Design task to handle color and design.,2025-10-31,James,13,Design,In Progress,Medium
957,Deployment task to handle deploy and production.,2025-10-27,Liam,23,Deployment,In Progress,Medium
958,Deployment task to handle environment and server.,2025-11-07,Emma,15,Deployment,In Progress,Medium
959,Documentation task to handle docs and notes.,2025-11-26,Olivia,7,Documentation,Completed,Low
960,Development task to handle feature and backend.,2025-10-20,Sophia,40,Development,In Progress,High
961,Deployment task to handle container and production.,2025-11-07,Noah,13,Deployment,In Progress,Medium
962,Design task to handle banner and design.,2025-11-02,Noah,17,Design,In Progress,Medium
963,Documentation task to handle manual and docs.,2025-11-18,Emma,6,Documentation,In Progress,Low
964,Design task to handle UX and UI.,2025-11-13,Liam,11,Design,In Progress,Medium
965,Documentation task to handle manual and summary.,2025-11-28,Ava,9,Documentation,In Progress,Low
966,Deployment task to handle CI/CD and production.,2025-10-27,Mia,23,Deployment,In Progress,Medium
967,Testing task to handle QA and cases.,2025-11-14,Isabella,9,Testing,In Progress,Low
968,Deployment task to handle container and CI/CD.,2025-10-24,Liam,28,Deployment,Pending,High
969,Development task to handle feature and module.,2025-10-23,Emma,31,Development,In Progress,High
970,Documentation task to handle reference and manual.,2025-11-25,Emma,2,Documentation,In Progress,Low
971,Deployment task to handle deploy and environment.,2025-11-10,Sophia,12,Deployment,In Progress,Medium
972,Design task to handle layout and banner.,2025-12-05,Mia,6,Design,In Progress,Low
973,Deployment task to handle server and production.,2025-10-29,Liam,20,Deployment,In Progress,Medium
974,Development task to handle logic and function.,2025-10-24,Sophia,37,Development,In Progress,High
975,Development task to handle function and feature.,2025-10-31,Olivia,16,Development,In Progress,Medium
976,Design task to handle design and UX.,2025-11-04,Isabella,19,Design,In Progress,Medium
977,Design task to handle UX and banner.,2025-11-05,Emma,19,Design,In Progress,Medium
978,Design task to handle UI and mockup.,2025-11-14,Mia,12,Design,In Progress,Medium
979,Testing task to handle QA and error.,2025-11-02,Mia,13,Testing,In Progress,Medium
980,Development task to handle logic and function.,2025-10-23,Ava,38,Development,In Progress,High
981,Development task to handle module and feature.,2025-10-31,Isabella,18,Development,In Progress,Medium
982,Documentation task to handle instructions and notes.,2025-11-22,Lucas,6,Documentation,In Progress,Low
983,Deployment task to handle environment and server.,2025-11-03,James,14,Deployment,In Progress,Medium
984,Development task to handle logic and API.,2025-10-22,Mia,33,Development,Pending,High
985,Testing task to handle performance and QA.,2025-10-31,James,18,Testing,In Progress,Medium
986,Design task to handle mockup and color.,2025-11-11,Noah,15,Design,In Progress,Medium
987,Development task to handle API and feature.,2025-10-18,Mia,33,Development,Pending,High
988,Development task to handle database and backend.,2025-10-24,Lucas,36,Development,Pending,High
989,Documentation task to handle instructions and summary.,2025-12-06,Isabella,6,Documentation,Completed,Low
990,Design task to handle design and color.,2025-11-15,Olivia,6,Design,Completed,Low
991,Testing task to handle test and QA.,2025-11-02,Lucas,23,Testing,In Progress,Medium
992,Deployment task to handle server and environment.,2025-11-06,Ava,17,Deployment,In Progress,Medium
993,Development task to handle logic and backend.,2025-10-29,Isabella,11,Development,In Progress,Medium
994,Design task to handle UX and banner.,2025-10-26,Sophia,16,Design,In Progress,Medium
995,Documentation task to handle docs and reference.,2025-11-26,James,5,Documentation,In Progress,Low
996,Documentation task to handle notes and manual.,2025-12-11,Emma,8,Documentation,In Progress,Low
997,Testing task to handle bug and performance.,2025-10-28,Emma,24,Testing,In Progress,Medium
998,Deployment task to handle container and cloud.,2025-10-31,Liam,20,Deployment,In Progress,Medium
999,Documentation task to handle docs and notes.,2025-12-01,Isabella,4,Documentation,In Progress,Low
1000,Design task to handle design and UI.,2025-10-27,Noah,11,Design,In Progress,Medium
1001,Development task to handle API and logic.,2025-10-19,Noah,34,Development,Pending,High
1002,Deployment task to handle deploy and environment.,2025-11-04,Sophia,24,Deployment,In Progress,Medium
1003,Design task to handle banner and color.,2025-12-10,Sophia,8,Design,In Progress,Low
1004,Design task to handle UX and UI.,2025-11-06,Sophia,17,Design,In Progress,Medium
1005,Deployment task to handle container and server.,2025-10-19,Isabella,29,Deployment,In Progress,High
1006,Development task to handle API and backend.,2025-11-03,Olivia,23,Development,In Progress,Medium
1007,Documentation task to handle summary and reference.,2025-11-17,Isabella,5,Documentation,In Progress,Low
1008,Design task to handle mockup and color.,2025-11-27,Ava,8,Design,In Progress,Low
1009,Testing task to handle cases and error.,2025-11-08,Lucas,18,Testing,In Progress,Medium
1010,Deployment task to handle CI/CD and cloud.,2025-10-22,Liam,29,Deployment,Pending,High
1011,Development task to handle logic and database.,2025-10-29,Emma,20,Development,In Progress,Medium
1012,Design task to handle banner and color.,2025-11-14,Mia,5,Design,In Progress,Low
1013,Testing task to handle cases and performance.,2025-10-31,Olivia,19,Testing,In Progress,Medium
1014,Testing task to handle bug and QA.,2025-10-29,Noah,19,Testing,In Progress,Medium
1015,Documentation task to handle notes and manual.,2025-11-28,James,6,Documentation,Completed,Low
1016,Development task to handle backend and function.,2025-10-22,Emma,31,Development,In Progress,High
1017,Design task to handle UI and banner.,2025-10-31,Liam,18,Design,In Progress,Medium
